Detection_ID,Observation_ID,Distance,Detection
20210521092516-678913354.873657,20210521092321-544013977.050781,40,1
20210521092517-454207837.581635,20210521092321-544013977.050781,51,1
20210521092525-704395771.026611,20210521092520-357023119.926453,27,1
20210521092538-89641392.2309875,20210521092527-928785979.747772,17,2
20210521092540-757729291.915894,20210521092527-928785979.747772,20,1
20210521092600-492165625.095367,20210521092543-401842057.704926,39,1
20210521093145-443862497.806549,20210521092900-169873476.028442,29,1
20210521093147-272946834.564209,20210521092900-169873476.028442,27,1
20210521093151-872546851.634979,20210521092900-169873476.028442,36,1
20210521093155-750687718.391418,20210521092900-169873476.028442,42,1
20210521093156-272942364.215851,20210521092900-169873476.028442,49,1
20210521093231-89896559.715271,20210521093158-673646688.461304,171,1
20210521093232-30950605.8692932,20210521093158-673646688.461304,28,1
20210521093243-297258019.447327,20210521093235-322717666.625977,27,1
20210521093244-235282242.298126,20210521093235-322717666.625977,16,1
20210521093254-340606570.243835,20210521093246-480474710.464478,14,1
20210521093255-44933855.5335999,20210521093246-480474710.464478,17,4
20210521093511-542941153.049469,20210521093344-754908323.287964,7,4
20210521093512-80691337.5854492,20210521093344-754908323.287964,28,1
20210521093513-634371936.321259,20210521093344-754908323.287964,51,1
20210521093514-410036683.082581,20210521093344-754908323.287964,33,1
20210521093521-923445165.157318,20210521093516-960422813.892365,48,1
20210521093528-149245738.983154,20210521093523-620209574.699402,7,4
20210521093530-479978263.378143,20210521093523-620209574.699402,12,1
20210521093531-219409108.161926,20210521093523-620209574.699402,34,1
20210521093544-28885781.7649841,20210521093533-993731319.904327,31,1
20210521093545-345391631.126404,20210521093533-993731319.904327,10,4
20210521093716-721895098.686218,20210521093636-847245514.392853,15,1
20210521093717-996771395.206451,20210521093636-847245514.392853,22,1
20210521093723-412967801.094055,20210521093719-339806079.864502,16,1
20210521093724-695281803.607941,20210521093719-339806079.864502,21,1
20210521093725-179089307.785034,20210521093719-339806079.864502,25,1
20210521093726-422918260.097504,20210521093719-339806079.864502,18,4
20210521093735-540913581.848145,20210521093728-543177008.628845,26,1
20210521093736-427533328.533173,20210521093728-543177008.628845,39,1
20210521093737-509068131.446838,20210521093728-543177008.628845,35,1
20210521093744-489830434.322357,20210521093740-227781593.799591,34,1
20210521094407-223261773.586273,20210521094329-292866826.057434,13,1
20210521094408-584529280.662537,20210521094329-292866826.057434,38,1
20210521094411-363458693.027496,20210521094329-292866826.057434,42,1
20210521094412-875974655.151367,20210521094329-292866826.057434,45,1
20210521094418-684062302.112579,20210521094414-478014171.123505,27,1
20210521094421-747415781.021118,20210521094414-478014171.123505,31,2
20210521094422-613934934.139252,20210521094414-478014171.123505,32,1
20210521094430-807779788.970947,20210521094426-782138705.253601,24,1
20210521094625-119544029.23584,20210521094522-793197572.231293,21,1
20210521094626-115470111.370087,20210521094522-793197572.231293,40,1
20210521094627-173773407.936096,20210521094522-793197572.231293,47,1
20210521094634-533022344.112396,20210521094630-48118889.3318176,14,1
20210521094635-561009287.834167,20210521094630-48118889.3318176,34,1
20210521094636-216733515.262604,20210521094630-48118889.3318176,30,1
20210521094644-752310872.077942,20210521094640-468005657.196045,28,1
20210521100214-378991246.22345,20210521095633-494376718.997955,97,1
20210521100215-395844280.719757,20210521095633-494376718.997955,78,1
20210521100222-138732314.109802,20210521100218-281503438.949585,19,1
20210521100223-517255842.685699,20210521100218-281503438.949585,10,1
20210521100402-756092607.975006,20210521100318-441114664.077759,22,1
20210521100404-700514316.558838,20210521100318-441114664.077759,36,1
20210521100414-223737537.86087,20210521100409-497070968.151093,112,1
20210521100416-326143980.026245,20210521100409-497070968.151093,163,1
20210521100424-518015921.115875,20210521100419-784488618.373871,44,1
20210521100430-325205445.289612,20210521100427-757029533.38623,7,1
20210521100431-972729027.271271,20210521100427-757029533.38623,40,1
20210521100603-797297298.908234,20210521100527-416648387.908936,34,1
20210521100604-696285009.384155,20210521100527-416648387.908936,53,1
20210521100606-401604592.80014,20210521100527-416648387.908936,3,4
20210521100607-16297698.0209351,20210521100527-416648387.908936,42,1
20210521100616-509720027.446747,20210521100609-167762815.952301,82,1
20210521100622-276123285.293579,20210521100618-406062722.206116,69,1
20210521100623-643046796.321869,20210521100618-406062722.206116,54,1
20210521100629-187775135.040283,20210521100625-849099993.70575,27,1
20210521100911-878384590.148926,20210521100749-218000352.38266,6,4
20210521100912-610432803.630829,20210521100749-218000352.38266,13,1
20210521100913-374432206.15387,20210521100749-218000352.38266,16,1
20210521100914-389501869.678497,20210521100749-218000352.38266,26,1
20210521100916-860589265.823364,20210521100749-218000352.38266,34,1
20210521100921-517192423.343658,20210521100918-585937917.232513,8,1
20210521100922-330300807.952881,20210521100918-585937917.232513,6,1
20210521100929-259541332.72171,20210521100924-868453681.468964,37,1
20210521101220-404864609.241486,20210521101016-840887069.702148,17,1
20210521101222-811571359.634399,20210521101016-840887069.702148,28,1
20210521101225-741780698.299408,20210521101016-840887069.702148,20,1
20210521101226-437663912.773132,20210521101016-840887069.702148,34,1
20210521101228-77980577.9457092,20210521101016-840887069.702148,20,4
20210521101237-710554242.134094,20210521101232-410631656.646729,9,1
20210521101240-312288105.487823,20210521101232-410631656.646729,6,1
20210521101241-798773527.145386,20210521101232-410631656.646729,4,1
20210521101247-151756227.016449,20210521101016-840887069.702148,20,2
20210521101255-243147850.036621,20210521101249-592991232.872009,86,1
20210521101256-939971148.967743,20210521101249-592991232.872009,43,1
20210521101304-632975816.726685,20210521101259-114332795.143127,63,1
20210521101421-759979009.628296,20210521101341-860162436.962128,24,1
20210521101422-245678842.067719,20210521101341-860162436.962128,15,1
20210521101423-378606200.218201,20210521101341-860162436.962128,18,1
20210521101425-397243559.360504,20210521101341-860162436.962128,5,4
20210521101430-581176400.184631,20210521101427-526573181.152344,5,2
20210521101431-209698975.086212,20210521101427-526573181.152344,12,1
20210521101433-78708887.1002197,20210521101427-526573181.152344,39,1
20210521101434-895446240.901947,20210521101427-526573181.152344,8,4
20210521101435-111432909.965515,20210521101427-526573181.152344,32,1
20210521101441-652376711.368561,20210521101427-526573181.152344,41,1
20210521101448-949905514.717102,20210521101443-900333881.378174,164,1
20210521101449-846187412.7388,20210521101443-900333881.378174,127,1
20210521101732-413233101.36795,20210521101530-382569313.049316,37,1
20210521101733-152676820.755005,20210521101530-382569313.049316,64,1
20210521101734-619831502.437592,20210521101530-382569313.049316,72,1
20210521101735-99409937.8585815,20210521101530-382569313.049316,88,1
20210521101742-504459083.080292,20210521101737-205047190.189362,73,1
20210521101743-183076024.055481,20210521101737-205047190.189362,61,1
20210521101751-4019677.63900757,20210521101746-991402447.223663,12,1
20210521101752-425849318.504333,20210521101746-991402447.223663,12,1
20210521101752-288717329.502106,20210521101746-991402447.223663,18,1
20210521101753-752542495.727539,20210521101746-991402447.223663,18,2
20210521101800-176886856.555939,20210521101755-891279399.394989,41,1
20210521101802-108785867.69104,20210521101755-891279399.394989,22,1
20210521101803-10293424.1294861,20210521101755-891279399.394989,8,4
20210521101804-151656985.282898,20210521101755-891279399.394989,26,1
20210521102110-257789969.444275,20210521102027-581502735.614777,76,1
20210521102112-28246939.1822815,20210521102027-581502735.614777,52,1
20210521102113-827898979.187012,20210521102027-581502735.614777,80,1
20210521102119-332691490.650177,20210521102115-783374011.516571,39,1
20210521102121-450942277.908325,20210521102115-783374011.516571,43,1
20210521102122-555113255.977631,20210521102115-783374011.516571,27,1
20210521102123-803330302.238464,20210521102115-783374011.516571,34,1
20210521102125-563989222.049713,20210521102115-783374011.516571,12,1
20210521102137-364688038.825989,20210521102132-203582286.834717,35,1
20210521102305-206485390.663147,20210521102218-573013365.268707,18,1
20210521102313-992572247.982025,20210521102309-962678253.650665,20,1
20210521102314-839586138.725281,20210521102309-962678253.650665,33,1
20210521102315-409323275.089264,20210521102309-962678253.650665,27,1
20210521102316-805275440.216064,20210521102309-962678253.650665,14,1
20210521102322-174484074.115753,20210521102318-989428222.179413,34,1
20210521102323-694607496.261597,20210521102318-989428222.179413,72,1
20210521102324-16988694.6678162,20210521102318-989428222.179413,46,1
20210521102325-339090704.917908,20210521102318-989428222.179413,21,1
20210521102332-109738528.728485,20210521102329-692547857.761383,8,1
20210521102333-290577530.860901,20210521102329-692547857.761383,16,1
20210521102334-398878395.557404,20210521102329-692547857.761383,14,1
20210521102335-559022188.186646,20210521102329-692547857.761383,19,1
20210521102447-409597158.432007,20210521102405-375816047.19162,19,1
20210521102448-724558770.656586,20210521102405-375816047.19162,88,1
20210521102455-950330734.25293,20210521102450-658763289.451599,6,4
20210521102456-645570933.818817,20210521102450-658763289.451599,12,1
20210521102459-516088128.089905,20210521102450-658763289.451599,9,2
20210521102459-223323166.370392,20210521102450-658763289.451599,9,2
20210521102500-582758188.247681,20210521102450-658763289.451599,38,2
20210521102512-904373705.387115,20210521102507-748532712.459564,5,2
20210521102513-283014774.32251,20210521102507-748532712.459564,8,1
20210521102514-667538344.860077,20210521102507-748532712.459564,36,1
20210521102629-580878436.565399,20210521102557-294659018.516541,48,1
20210521102631-605673432.350159,20210521102557-294659018.516541,67,1
20210521102632-268043816.08963,20210521102557-294659018.516541,78,1
20210521102633-508166551.589966,20210521102557-294659018.516541,23,1
20210521102641-93152582.6454163,20210521102637-793596684.932709,34,1
20210521102642-541873455.047607,20210521102637-793596684.932709,4,1
20210521102643-415376365.184784,20210521102637-793596684.932709,16,1
20210521102656-698890447.616577,20210521102652-73371052.7420044,87,1
20210521102702-945072233.67691,20210521102658-499257028.102875,21,1
20210521102708-531989693.641663,20210521102704-984649658.203125,18,1
20210521102821-548423886.299133,20210521102748-18808901.309967,17,1
20210521102821-558444797.992706,20210521102748-18808901.309967,10,1
20210521102823-781006574.630737,20210521102748-18808901.309967,38,1
20210521102830-58991491.7945862,20210521102826-42947709.5603943,6,1
20210521102831-311837196.350098,20210521102826-42947709.5603943,14,1
20210521102832-603043735.027313,20210521102826-42947709.5603943,5,1
20210521102837-329625368.118286,20210521102834-517693161.964417,19,1
20210521102838-909298360.347748,20210521102834-517693161.964417,38,1
20210521102844-431600093.841553,20210521102840-770071864.128113,6,2
20210521104118-206498563.289642,20210521104016-35440087.3184204,46,1
20210521104131-602104067.802429,20210521104016-35440087.3184204,22,1
20210521104132-908878862.857819,20210521104016-35440087.3184204,50,1
20210521104133-945280551.9104,20210521104016-35440087.3184204,38,1
20210521104134-653397262.096405,20210521104016-35440087.3184204,17,1
20210521104142-964709043.502808,20210521104137-14581799.5071411,49,1
20210521104152-73634207.2486877,20210521104148-9418427.94418335,19,1
20210521104157-807886719.703674,20210521104155-293299674.987793,26,1
20210521104359-450999379.15802,20210521104247-412355005.741119,26,1
20210521104400-322398006.916046,20210521104247-412355005.741119,38,1
20210521104401-74107885.3607178,20210521104247-412355005.741119,40,1
20210521104402-408760964.870453,20210521104247-412355005.741119,11,1
20210521104407-572953581.809998,20210521104247-412355005.741119,25,1
20210521104418-651886165.142059,20210521104412-763420164.585114,20,1
20210521104419-807689309.120178,20210521104412-763420164.585114,8,1
20210521104426-721003949.642181,20210521104421-416878998.279572,22,1
20210521104427-693353533.744812,20210521104421-416878998.279572,18,1
20210521104428-730833590.03067,20210521104421-416878998.279572,6,4
20210521104435-69851040.8401489,20210521104431-192306995.391846,16,2
20210521104435-248069584.369659,20210521104431-192306995.391846,18,1
20210521104604-255911171.43631,20210521104522-236920356.750488,19,1
20210521104606-714486360.549927,20210521104522-236920356.750488,49,1
20210521104607-664871633.052826,20210521104522-236920356.750488,44,1
20210521104608-772883296.012878,20210521104522-236920356.750488,30,1
20210521104609-758845865.726471,20210521104522-236920356.750488,50,1
20210521104616-718793034.553528,20210521104612-308465480.804443,16,4
20210521104618-895970165.729523,20210521104612-308465480.804443,14,1
20210521104852-139437973.499298,20210521104811-204305648.803711,56,1
20210521104853-60976266.8609619,20210521104811-204305648.803711,49,1
20210521104854-634190976.61972,20210521104811-204305648.803711,40,1
20210521104901-424929141.998291,20210521104857-838558077.812195,40,1
20210521104904-187107741.832733,20210521104857-838558077.812195,12,1
20210521104905-495481610.298157,20210521104857-838558077.812195,16,1
20210521104906-973131000.995636,20210521104857-838558077.812195,20,1
20210521104911-769369840.621948,20210521104857-838558077.812195,32,1
20210521104924-547011435.031891,20210521104915-380592286.586761,9,1
20210521105057-771596491.336823,20210521105021-340388536.453247,22,1
20210521105058-358104228.973389,20210521105021-340388536.453247,49,1
20210521105059-411996543.40744,20210521105021-340388536.453247,32,1
20210521105100-747573018.074036,20210521105021-340388536.453247,40,1
20210521105102-436583340.167999,20210521105021-340388536.453247,53,1
20210521105107-719833135.604858,20210521105021-340388536.453247,30,1
20210521105110-506741464.138031,20210521105021-340388536.453247,6,4
20210521105112-173543334.007263,20210521105021-340388536.453247,5,2
20210521105122-978931605.815887,20210521105115-278057157.993317,60,1
20210521105123-283584237.098694,20210521105115-278057157.993317,27,1
20210521105125-618100464.344025,20210521105115-278057157.993317,36,1
20210521105126-306629419.326782,20210521105115-278057157.993317,48,1
20210521105127-852309644.22226,20210521105115-278057157.993317,33,1
20210521105133-174396991.729736,20210521105129-318967700.004578,3,1
20210521105241-135636329.650879,20210521105206-597795426.845551,51,1
20210521105242-326958835.124969,20210521105206-597795426.845551,56,1
20210521105243-760010361.671448,20210521105206-597795426.845551,21,1
20210521105244-627298653.125763,20210521105206-597795426.845551,35,1
20210521105245-963605165.481567,20210521105206-597795426.845551,48,1
20210521105247-827671468.257904,20210521105206-597795426.845551,16,1
20210521105249-554015040.397644,20210521105206-597795426.845551,40,1
20210521105254-606856882.572174,20210521105206-597795426.845551,58,1
20210521105306-318589329.719543,20210521105302-190213680.267334,62,1
20210521105314-767035424.70932,20210521105309-600487530.231476,29,1
20210521105323-714927077.293396,20210521105309-600487530.231476,32,1
20210521105324-687109053.134918,20210521105309-600487530.231476,15,1
20210521105332-549729943.275452,20210521105327-760492324.829102,11,1
20210521105338-281609952.449799,20210521105335-509116470.813751,22,1
20210521105512-377742707.72934,20210521105438-582826733.589172,27,1
20210521105514-137688040.733337,20210521105438-582826733.589172,34,1
20210521105518-654177725.315094,20210521105438-582826733.589172,56,1
20210521105531-153231620.788574,20210521105438-582826733.589172,42,1
20210521105533-198001086.711884,20210521105438-582826733.589172,45,1
20210521105542-95585167.4079895,20210521105438-582826733.589172,19,1
20210521105544-615386247.634888,20210521105438-582826733.589172,12,1
20210521105554-439576029.777527,20210521105535-375399231.910706,29,1
20210521105556-420877039.432526,20210521105535-375399231.910706,40,1
20210521105607-213091969.490051,20210521105557-336043834.686279,46,1
20210521105617-43198525.9056091,20210521105609-43932735.9199524,22,1
20210521105618-458703398.704529,20210521105609-43932735.9199524,2,4
20210521105619-738983213.90152,20210521105609-43932735.9199524,2,2
20210521105628-209674477.577209,20210521105622-755260467.529297,32,1
20210521110722-544311344.623566,20210521110555-462500154.972076,29,1
20210521110736-538250684.738159,20210521110555-462500154.972076,32,1
20210521110737-626684129.238129,20210521110555-462500154.972076,49,1
20210521110738-88129401.2069702,20210521110555-462500154.972076,45,1
20210521110750-57568728.9237976,20210521110746-711056768.894196,28,1
20210521110752-275211930.274963,20210521110746-711056768.894196,35,1
20210521110753-960600197.315216,20210521110746-711056768.894196,48,1
20210521110754-326981782.913208,20210521110746-711056768.894196,56,1
20210521110757-647697865.962982,20210521110746-711056768.894196,59,1
20210521110805-326844692.230225,20210521110800-363467097.28241,12,1
20210521110806-214759528.636932,20210521110800-363467097.28241,7,1
20210521110818-617498159.408569,20210521110814-212330937.385559,37,1
20210521110820-241480767.726898,20210521110814-212330937.385559,45,1
20210521110821-686122298.240662,20210521110814-212330937.385559,18,4
20210521111044-583927035.331726,20210521110922-153209030.628204,88,1
20210521111046-287628710.269928,20210521110922-153209030.628204,56,1
20210521111048-836374759.674072,20210521110922-153209030.628204,42,1
20210521111049-898083388.805389,20210521110922-153209030.628204,58,1
20210521111050-526617169.380188,20210521110922-153209030.628204,60,1
20210521111059-250869691.371918,20210521111054-387536823.749542,48,1
20210521111100-162838339.805603,20210521111054-387536823.749542,30,4
20210521111101-645133078.098297,20210521111054-387536823.749542,3,2
20210521111102-981146812.438965,20210521111054-387536823.749542,40,4
20210521111111-878593742.847443,20210521111105-311911761.760712,12,4
20210521111113-129641771.316528,20210521111105-311911761.760712,45,1
20210521111114-569796025.753021,20210521111105-311911761.760712,12,2
20210521111122-693866252.89917,20210521111117-606938242.912292,11,1
20210521111123-850022971.630096,20210521111117-606938242.912292,16,1
20210521111124-97556233.4060669,20210521111117-606938242.912292,1,4
20210521111136-268132150.173187,20210521111132-394446194.171906,40,1
20210521111314-899100720.882416,20210521111220-835960030.555725,46,1
20210521111314-217656970.024109,20210521111220-835960030.555725,42,1
20210521111316-982142031.19278,20210521111220-835960030.555725,18,4
20210521111325-522804379.463196,20210521111321-965725421.905518,16,1
20210521111327-650928318.500519,20210521111321-965725421.905518,29,1
20210521111329-456681013.1073,20210521111321-965725421.905518,46,1
20210521111331-156549394.130707,20210521111321-965725421.905518,42,1
20210521111334-643064856.529236,20210521111321-965725421.905518,68,1
20210521111338-612656652.927399,20210521111321-965725421.905518,37,1
20210521111339-853966712.95166,20210521111321-965725421.905518,85,1
20210521111340-367280185.222626,20210521111321-965725421.905518,69,1
20210521111341-53108811.378479,20210521111321-965725421.905518,56,1
20210521111348-374950826.16806,20210521111344-505815804.004669,82,1
20210521111355-968358516.693115,20210521111351-451239466.667175,15,1
20210521111356-12874305.2482605,20210521111351-451239466.667175,16,2
20210521111359-650017857.551575,20210521111351-451239466.667175,6,4
20210521111359-614014446.735382,20210521111351-451239466.667175,7,4
20210521111508-321715652.942657,20210521111432-981264114.379883,40,1
20210521111509-353986978.530884,20210521111432-981264114.379883,35,1
20210521111510-235627591.609955,20210521111432-981264114.379883,48,1
20210521111511-592841982.841492,20210521111432-981264114.379883,16,1
20210521111516-575348556.041718,20210521111513-702290117.740631,56,1
20210521111517-576852917.671204,20210521111513-702290117.740631,40,1
20210521111519-990735828.876495,20210521111513-702290117.740631,16,4
20210521111521-931399106.97937,20210521111513-702290117.740631,16,4
20210521111528-769877493.3815,20210521111523-249973237.514496,69,1
20210521111529-407694816.589355,20210521111523-249973237.514496,41,1
20210521111650-109563529.491425,20210521111559-969412267.208099,56,1
20210521111651-650965809.822083,20210521111559-969412267.208099,63,1
20210521111652-738123714.923859,20210521111559-969412267.208099,31,1
20210521111653-780055761.33728,20210521111559-969412267.208099,58,1
20210521111701-499702513.217926,20210521111657-431542336.940765,39,1
20210521111702-574665069.580078,20210521111657-431542336.940765,51,2
20210521111703-59677302.8373718,20210521111657-431542336.940765,29,4
20210521111704-412440896.034241,20210521111657-431542336.940765,18,2
20210521111705-118249237.537384,20210521111657-431542336.940765,21,4
20210521111713-990732073.783875,20210521111709-146026849.746704,69,1
20210521111714-604322969.913483,20210521111709-146026849.746704,50,1
20210521111722-470012784.004211,20210521111718-274963855.743408,68,1
20210521111731-437391221.523285,20210521111725-63209354.8774719,18,1
20210521112221-259430348.873138,20210521111806-343701004.981995,69,1
20210521112229-364755153.656006,20210521112223-67332148.5519409,37,1
20210521112230-546340644.359589,20210521112223-67332148.5519409,55,1
20210521112231-881650090.21759,20210521112223-67332148.5519409,56,1
20210521112237-380801141.262054,20210521112233-423023998.737335,19,1
20210521112244-145849227.905273,20210521112240-57223677.6351929,70,1
20210521112246-144952952.861786,20210521112240-57223677.6351929,56,1
20210521112247-760129570.960999,20210521112240-57223677.6351929,48,1
20210521112248-264636337.757111,20210521112240-57223677.6351929,51,1
20210521112254-692577242.851257,20210521112250-138506174.087524,71,1
20210521112411-329349875.450134,20210521112329-524598896.503448,18,1
20210521112413-278410971.164703,20210521112329-524598896.503448,63,1
20210521112415-682875633.239746,20210521112329-524598896.503448,56,1
20210521112416-402037799.358368,20210521112329-524598896.503448,48,1
20210521112417-384382843.971252,20210521112329-524598896.503448,22,4
20210521112425-151255071.163177,20210521112421-205353081.226349,48,1
20210521112431-549159526.824951,20210521112427-401623606.681824,12,4
20210521112432-729455649.852753,20210521112427-401623606.681824,20,1
20210521112433-123320698.738098,20210521112427-401623606.681824,26,1
20210521112440-783429086.208344,20210521112435-324965298.175812,16,1
20210521112555-324798047.542572,20210521112519-189117074.012756,56,1
20210521112556-979627490.04364,20210521112519-189117074.012756,44,1
20210521112601-579042971.134186,20210521112519-189117074.012756,50,1
20210521112601-526585102.081299,20210521112519-189117074.012756,18,1
20210521112611-31154453.754425,20210521112606-134092986.58371,12,1
20210521112613-792565107.345581,20210521112606-134092986.58371,6,4
20210521112614-719209611.415863,20210521112606-134092986.58371,16,4
20210521112616-244146704.673767,20210521112606-134092986.58371,7,4
20210521112622-724007785.320282,20210521112618-942223608.493805,29,1
20210521112623-396988511.08551,20210521112618-942223608.493805,40,1
20210521112624-231989204.883575,20210521112618-942223608.493805,39,1
20210521112630-461745142.936707,20210521112626-602658510.20813,28,1
20210521112631-649291574.954987,20210521112626-602658510.20813,35,1
20210521112632-766034603.118896,20210521112626-602658510.20813,47,1
20210521112633-65158545.9709167,20210521112626-602658510.20813,52,1
20210521112634-157227635.383606,20210521112626-602658510.20813,43,1
20210521112746-480653405.189514,20210521112710-226125776.767731,39,1
20210521112747-231971085.071564,20210521112710-226125776.767731,46,1
20210521112748-849783182.144165,20210521112710-226125776.767731,18,4
20210521112750-68551480.7701111,20210521112710-226125776.767731,51,1
20210521112758-833914279.937744,20210521112753-133132815.361023,56,1
20210521112800-823433578.014374,20210521112753-133132815.361023,69,1
20210521112802-996660351.753235,20210521112753-133132815.361023,43,1
20210521112804-239126026.630402,20210521112753-133132815.361023,50,1
20210521112807-662791013.717651,20210521112753-133132815.361023,48,1
20210521112814-420733511.447906,20210521112809-626110017.299652,19,1
20210521112823-56689262.3901367,20210521112753-133132815.361023,28,1
20210521112825-878253161.907196,20210521112753-133132815.361023,72,1
20210521112833-607955217.36145,20210521112827-162768006.324768,49,1
20210521112833-365324437.618256,20210521112827-162768006.324768,53,1
20210521112956-573792397.975922,20210521112918-764620900.154114,56,1
20210521112957-445046782.493591,20210521112918-764620900.154114,60,1
20210521112957-45578062.5343323,20210521112918-764620900.154114,22,1
20210521112959-38600921.6308594,20210521112918-764620900.154114,35,1
20210521113001-363182246.685028,20210521112918-764620900.154114,49,1
20210521113004-415988564.491272,20210521112918-764620900.154114,40,1
20210521113005-365418732.16629,20210521112918-764620900.154114,34,1
20210521113011-434343218.803406,20210521113007-631080865.859985,18,1
20210521113012-156302034.854889,20210521113007-631080865.859985,23,1
20210521113013-970589160.919189,20210521113007-631080865.859985,9,4
20210521113022-804763615.131378,20210521113017-274737060.070038,51,1
20210521113023-710018873.214722,20210521113017-274737060.070038,21,1
20210521113024-252004563.808441,20210521113017-274737060.070038,32,1
20210521113024-790293097.496033,20210521113017-274737060.070038,19,4
20210521113025-870190680.027008,20210521113017-274737060.070038,22,4
20210521113027-983708381.652832,20210521113017-274737060.070038,13,4
20210521113036-912946999.073029,20210521113029-271023929.11911,39,1
20210521125711-914102613.925934,20210521125624-153524160.385132,38,1
20210521125712-833417892.456055,20210521125624-153524160.385132,33,1
20210521125718-473719894.886017,20210521125715-777559459.209442,67,1
20210521125720-737818002.700806,20210521125715-777559459.209442,88,1
20210521125721-564603269.100189,20210521125715-777559459.209442,74,1
20210521125722-164508700.370789,20210521125715-777559459.209442,102,1
20210521133056-984142661.094666,20210521125814-384317219.257355,34,1
20210521133058-446845114.23111,20210521125814-384317219.257355,116,4
20210521133100-779135704.040527,20210521125814-384317219.257355,88,1
20210521133111-879768669.605255,20210521133102-308570086.956024,83,1
20210521133113-579241991.043091,20210521133102-308570086.956024,37,1
20210521133114-861620366.573334,20210521133102-308570086.956024,22,1
20210521133115-809590220.451355,20210521133102-308570086.956024,16,1
20210521133122-50294578.0754089,20210521133118-767865717.411041,20,1
20210521133245-539837062.358856,20210521133151-903058409.690857,77,1
20210521133247-343055367.469788,20210521133151-903058409.690857,73,1
20210521133249-213124573.230743,20210521133151-903058409.690857,121,1
20210521133258-604879260.063171,20210521133251-201244592.666626,18,1
20210521133259-586100161.075592,20210521133251-201244592.666626,12,1
20210521133300-856976032.25708,20210521133251-201244592.666626,31,1
20210521133308-634036839.008331,20210521133301-88232696.056366,7,4
20210521133310-460480451.583862,20210521133301-88232696.056366,24,1
20210521133430-356228291.988373,20210521133356-791649460.792542,70,1
20210521133431-585532069.206238,20210521133356-791649460.792542,58,1
20210521133432-660743296.146393,20210521133356-791649460.792542,82,1
20210521133435-583241939.544678,20210521133356-791649460.792542,43,1
20210521133441-59037029.7431946,20210521133438-58849036.693573,37,1
20210521133443-151300191.879272,20210521133438-58849036.693573,26,2
20210521133509-423368513.584137,20210521133450-315855920.314789,22,1
20210521133511-856401443.481445,20210521133450-315855920.314789,7,4
20210521133512-56265056.1332703,20210521133450-315855920.314789,3,1
20210521133654-262924849.98703,20210521133553-36704897.8805542,62,1
20210521133657-842249035.835266,20210521133553-36704897.8805542,53,1
20210521133658-210172474.384308,20210521133553-36704897.8805542,89,1
20210521133659-226214170.455933,20210521133553-36704897.8805542,130,1
20210521133711-506153047.084808,20210521133553-36704897.8805542,83,1
20210521133715-619644522.666931,20210521133553-36704897.8805542,26,1
20210521133728-942988574.504852,20210521133722-606745779.514313,40,1
20210521133730-382624268.531799,20210521133722-606745779.514313,31,1
20210521133737-890142858.028412,20210521133733-347347557.544708,13,1
20210521133738-493553996.086121,20210521133733-347347557.544708,19,1
20210521133739-407380640.506744,20210521133733-347347557.544708,4,1
20210521133927-376609861.850739,20210521133835-814128637.313843,22,1
20210521133929-147068023.681641,20210521133835-814128637.313843,36,1
20210521133930-733093440.532684,20210521133835-814128637.313843,45,1
20210521133939-323166131.973267,20210521133933-220317482.948303,63,1
20210521133942-423793256.282806,20210521133933-220317482.948303,89,1
20210521133943-741235613.822937,20210521133933-220317482.948303,72,1
20210521133947-118437349.796295,20210521133933-220317482.948303,104,1
20210521133951-435745716.094971,20210521133933-220317482.948303,116,1
20210521134004-768974125.385284,20210521133956-824579894.542694,30,1
20210521134016-623796820.640564,20210521134006-293949842.453003,74,1
20210528093129-278279960.155487,20210528093051-948571085.929871,29,1
20210528093130-160441517.829895,20210528093051-948571085.929871,58,1
20210528093131-162821590.900421,20210528093051-948571085.929871,87,1
20210528093134-646587133.407593,20210528093051-948571085.929871,114,1
20210528093145-712730467.319489,20210528093136-410073220.729828,42,1
20210528093146-326206207.275391,20210528093136-410073220.729828,5,2
20210528093147-633178889.751434,20210528093136-410073220.729828,15,1
20210528093155-583359003.067017,20210528093151-207561135.292053,84,1
20210528093203-905729830.265045,20210528093158-80714643.0015564,9,4
20210528093204-261368274.688721,20210528093158-80714643.0015564,12,1
20210528093515-97973823.5473633,20210528093437-631742417.812347,42,1
20210528093516-561040103.435516,20210528093437-631742417.812347,33,1
20210528093517-694485306.739807,20210528093437-631742417.812347,54,1
20210528093518-913717567.920685,20210528093437-631742417.812347,72,1
20210528093524-543360590.934753,20210528093520-834817171.096802,24,1
20210528093526-916163980.960846,20210528093520-834817171.096802,4,4
20210528093527-430261135.101318,20210528093520-834817171.096802,5,4
20210528093629-55593490.6005859,20210528093557-353472650.051117,87,1
20210528093630-243845164.775848,20210528093557-353472650.051117,64,1
20210528093638-390291452.407837,20210528093634-979077935.218811,104,1
20210528093639-364995419.979095,20210528093634-979077935.218811,119,1
20210528093642-489894747.73407,20210528093634-979077935.218811,47,1
20210528093644-155663073.062897,20210528093634-979077935.218811,56,1
20210528093654-628751873.970032,20210528093650-474459171.295166,53,1
20210528093655-542070209.980011,20210528093650-474459171.295166,38,1
20210528093657-156302213.668823,20210528093650-474459171.295166,36,1
20210528093703-506087362.766266,20210528093700-938545167.446136,42,1
20210528093704-390471458.435059,20210528093700-938545167.446136,42,1
