,Detection_ID,Observation_ID,Distance,Detection
1267,20210520160056-903098821.640015,20210520160045-216733515.262604,48.0,1
1268,20210520160103-634571135.044098,20210520160059-746006906.032562,30.0,1
1269,20210520160104-713027954.101563,20210520160059-746006906.032562,16.0,2
1270,20210520160109-401982605.457306,20210520160105-15682399.2729187,24.0,1
1271,20210520160528-356586277.484894,20210520160446-417599201.202393,42.0,1
1272,20210520160529-433457136.154175,20210520160446-417599201.202393,4.0,1
1273,20210520160530-944971024.990082,20210520160446-417599201.202393,45.0,1
1274,20210520160531-121549963.951111,20210520160446-417599201.202393,70.0,1
1275,20210520160538-104432284.832001,20210520160534-645951330.661774,12.0,1
1276,20210520160539-185402512.550354,20210520160534-645951330.661774,19.0,1
1277,20210520160545-959270894.527435,20210520160541-77684700.4890442,20.0,1
1278,20210520160801-503371179.103851,20210520160631-378991246.22345,18.0,4
1279,20210520160810-138732314.109802,20210520160631-378991246.22345,25.0,4
1280,20210520160817-557501018.047333,20210520160812-517255842.685699,31.0,1
1281,20210520160818-909204125.404358,20210520160812-517255842.685699,28.0,1
1282,20210520160819-657256424.427032,20210520160812-517255842.685699,35.0,1
1283,20210520160820-441114664.077759,20210520160812-517255842.685699,19.0,1
1284,20210520160821-692994534.96933,20210520160812-517255842.685699,34.0,1
1285,20210520160827-700514316.558838,20210520160823-64491152.7633667,17.0,4
1286,20210520160828-497070968.151093,20210520160823-64491152.7633667,29.0,1
1287,20210520160834-326143980.026245,20210520160830-155435681.343079,23.0,1
1288,20210520161056-325205445.289612,20210520161007-518015921.115875,17.0,1
1289,20210520161104-674826085.567474,20210520161059-972729027.271271,43.0,1
1290,20210520161105-905129313.468933,20210520161059-972729027.271271,37.0,1
1291,20210520161106-875779688.358307,20210520161059-972729027.271271,30.0,1
1292,20210520161107-416648387.908936,20210520161059-972729027.271271,58.0,1
1293,20210520161115-797297298.908234,20210520161110-123082816.6008,27.0,1
1294,20210520161549-106133759.021759,20210520161508-164234161.376953,32.0,1
1295,20210520161550-276123285.293579,20210520161508-164234161.376953,29.0,1
1296,20210520161551-643046796.321869,20210520161508-164234161.376953,44.0,1
1297,20210520161552-849099993.70575,20210520161508-164234161.376953,35.0,1
1298,20210520161558-896616637.706757,20210520161554-497969210.147858,28.0,1
1299,20210520161604-770832777.023315,20210520161600-372814297.676086,36.0,1
1300,20210520161732-860589265.823364,20210520161641-610432803.630829,21.0,1
1301,20210520161733-585937917.232513,20210520161641-610432803.630829,33.0,1
1302,20210520161734-931559443.473816,20210520161641-610432803.630829,42.0,1
1303,20210520161735-517192423.343658,20210520161641-610432803.630829,39.0,1
1304,20210520161736-330300807.952881,20210520161641-610432803.630829,58.0,1
1305,20210520161744-259541332.72171,20210520161739-868453681.468964,19.0,1
1306,20210520161745-178693532.943726,20210520161739-868453681.468964,23.0,1
1307,20210520161746-346957147.121429,20210520161739-868453681.468964,51.0,1
1308,20210520161752-840887069.702148,20210520161748-2505660.05706787,50.0,1
1309,20210520161753-278589427.471161,20210520161748-2505660.05706787,101.0,1
1310,20210520161759-811571359.634399,20210520161756-702970147.132874,77.0,1
1311,20210520161939-798773527.145386,20210520161904-339375197.887421,24.0,1
1312,20210520161939-151756227.016449,20210520161904-339375197.887421,29.0,1
1313,20210520161940-592991232.872009,20210520161904-339375197.887421,33.0,1
1314,20210520161941-956236898.899078,20210520161904-339375197.887421,35.0,1
1315,20210520161942-243147850.036621,20210520161904-339375197.887421,43.0,1
1316,20210520161950-984253227.710724,20210520161946-939971148.967743,26.0,1
1317,20210520161951-632975816.726685,20210520161946-939971148.967743,17.0,4
1318,20210520161952-598856389.522552,20210520161946-939971148.967743,17.0,2
1319,20210520161954-902569651.603699,20210520161946-939971148.967743,17.0,2
1320,20210520162001-574864923.95401,20210520161946-939971148.967743,30.0,1
1321,20210520162010-245173931.121826,20210520161904-339375197.887421,39.0,1
1322,20210520162012-860162436.962128,20210520161904-339375197.887421,52.0,1
1323,20210520162013-74950337.4099731,20210520161904-339375197.887421,49.0,1
1324,20210520162015-438826382.160187,20210520161904-339375197.887421,12.0,4
1325,20210520162024-378606200.218201,20210520162020-759979009.628296,29.0,1
1326,20210520162025-397243559.360504,20210520162020-759979009.628296,34.0,1
1327,20210520162027-526573181.152344,20210520162020-759979009.628296,38.0,1
1328,20210520162035-209698975.086212,20210520162030-270359218.120575,18.0,1
1329,20210520162036-78708887.1002197,20210520162030-270359218.120575,22.0,1
1330,20210520162156-441216230.392456,20210520162123-231596648.693085,31.0,1
1331,20210520162156-492006242.275238,20210520162123-231596648.693085,44.0,1
1332,20210520162157-769506812.095642,20210520162123-231596648.693085,49.0,1
1333,20210520162200-834893286.22818,20210520162123-231596648.693085,64.0,1
1334,20210520162202-382569313.049316,20210520162123-231596648.693085,70.0,1
1335,20210520162211-413233101.36795,20210520162207-195534884.929657,28.0,1
1336,20210520162212-152676820.755005,20210520162207-195534884.929657,20.0,4
1337,20210520162213-619831502.437592,20210520162207-195534884.929657,31.0,1
1338,20210520162220-692517757.415771,20210520162216-99409937.8585815,37.0,1
1339,20210520162228-991402447.223663,20210520162222-504459083.080292,17.0,1
1340,20210521085514-949556648.731232,20210521085429-961953163.146973,25.0,1
1341,20210521085516-364018678.665161,20210521085429-961953163.146973,32.0,1
1342,20210521085522-53504526.6151428,20210521085518-524868428.707123,37.0,4
1343,20210521085524-592458248.138428,20210521085518-524868428.707123,43.0,1
1344,20210521085525-468700110.912323,20210521085518-524868428.707123,17.0,2
1345,20210521085532-647821187.973022,20210521085527-298165440.559387,15.0,1
1346,20210521085729-226866006.851196,20210521085652-589163005.35202,18.0,4
1347,20210521085730-695115506.649017,20210521085652-589163005.35202,23.0,1
1348,20210521085738-533873081.207275,20210521085733-980003237.724304,28.0,1
1349,20210521085740-106369674.20578,20210521085733-980003237.724304,37.0,1
1350,20210521085741-999414563.179016,20210521085733-980003237.724304,41.0,1
1351,20210521085742-676175892.353058,20210521085733-980003237.724304,45.0,1
1352,20210521085744-15703916.5496826,20210521085733-980003237.724304,33.0,1
1353,20210521085750-103022634.983063,20210521085746-575183808.803558,45.0,1
1354,20210521085751-798884391.784668,20210521085746-575183808.803558,15.0,1
1355,20210521085758-295772850.513458,20210521085754-284480273.723602,16.0,1
1356,20210521090112-162821590.900421,20210521090037-401374340.057373,21.0,1
1357,20210521090113-646587133.407593,20210521090037-401374340.057373,144.0,2
1358,20210521090147-712730467.319489,20210521090142-410073220.729828,14.0,2
1359,20210521090155-207561135.292053,20210521090150-326206207.275391,25.0,1
1360,20210521090156-186013519.763947,20210521090150-326206207.275391,35.0,1
1361,20210521090157-583359003.067017,20210521090150-326206207.275391,49.0,1
1362,20210521090158-80714643.0015564,20210521090150-326206207.275391,92.0,1
1363,20210521090204-261368274.688721,20210521090201-457971453.666687,31.0,1
1364,20210521090350-97973823.5473633,20210521090304-631742417.812347,23.0,1
1365,20210521090351-561040103.435516,20210521090304-631742417.812347,27.0,1
1366,20210521090352-694485306.739807,20210521090304-631742417.812347,34.0,1
1367,20210521090353-913717567.920685,20210521090304-631742417.812347,46.0,1
1368,20210521090355-834817171.096802,20210521090304-631742417.812347,18.0,1
1369,20210521090401-916163980.960846,20210521090357-22629201.4122009,15.0,1
1370,20210521090402-430261135.101318,20210521090357-22629201.4122009,18.0,2
1371,20210521090409-513737499.713898,20210521090404-677947700.023651,12.0,1
1372,20210521090415-404834151.268005,20210521090411-462980031.967163,36.0,1
1373,20210521090917-489894747.73407,20210521090815-60916244.9836731,32.0,1
1374,20210521090918-155663073.062897,20210521090815-60916244.9836731,34.0,1
1375,20210521090921-474459171.295166,20210521090815-60916244.9836731,26.0,1
1376,20210521090922-257267653.942108,20210521090815-60916244.9836731,40.0,1
1377,20210521090923-628751873.970032,20210521090815-60916244.9836731,56.0,1
1378,20210521090932-938545167.446136,20210521090927-542070209.980011,42.0,1
1379,20210521090934-654499411.582947,20210521090927-542070209.980011,73.0,1
1380,20210521090943-107375323.77243,20210521090937-506087362.766266,14.0,1
1381,20210521090945-783995270.729065,20210521090937-506087362.766266,30.0,2
1382,20210521090946-459640800.952911,20210521090937-506087362.766266,30.0,2
1383,20210521090953-832730174.064636,20210521090948-753688097.000122,38.0,1
1384,20210521091045-73953330.5168152,20210521090956-18758356.5711975,69.0,1
1385,20210521091046-105452656.745911,20210521090956-18758356.5711975,42.0,1
1386,20210521092514-191922485.8284,20210521092321-544013977.050781,44.0,1
1387,20210521092516-678913354.873657,20210521092321-544013977.050781,40.0,1
1388,20210521092517-454207837.581635,20210521092321-544013977.050781,51.0,1
1389,20210521092525-704395771.026611,20210521092520-357023119.926453,27.0,1
1390,20210521092538-89641392.2309875,20210521092527-928785979.747772,17.0,2
1391,20210521092540-757729291.915894,20210521092527-928785979.747772,20.0,1
1392,20210521092600-492165625.095367,20210521092543-401842057.704926,39.0,1
1393,20210521093145-443862497.806549,20210521092900-169873476.028442,29.0,1
1394,20210521093147-272946834.564209,20210521092900-169873476.028442,27.0,1
1395,20210521093151-872546851.634979,20210521092900-169873476.028442,36.0,1
1396,20210521093155-750687718.391418,20210521092900-169873476.028442,42.0,1
1397,20210521093156-272942364.215851,20210521092900-169873476.028442,49.0,1
1398,20210521093231-89896559.715271,20210521093158-673646688.461304,171.0,1
1399,20210521093232-30950605.8692932,20210521093158-673646688.461304,28.0,1
1400,20210521093243-297258019.447327,20210521093235-322717666.625977,27.0,1
1401,20210521093244-235282242.298126,20210521093235-322717666.625977,16.0,1
1402,20210521093254-340606570.243835,20210521093246-480474710.464478,14.0,1
1403,20210521093255-44933855.5335999,20210521093246-480474710.464478,17.0,4
1404,20210521093511-542941153.049469,20210521093344-754908323.287964,7.0,4
1405,20210521093512-80691337.5854492,20210521093344-754908323.287964,28.0,1
1406,20210521093513-634371936.321259,20210521093344-754908323.287964,51.0,1
1407,20210521093514-410036683.082581,20210521093344-754908323.287964,33.0,1
1408,20210521093521-923445165.157318,20210521093516-960422813.892365,48.0,1
1409,20210521093528-149245738.983154,20210521093523-620209574.699402,7.0,4
1410,20210521093530-479978263.378143,20210521093523-620209574.699402,12.0,1
1411,20210521093531-219409108.161926,20210521093523-620209574.699402,34.0,1
1412,20210521093544-28885781.7649841,20210521093533-993731319.904327,31.0,1
1413,20210521093545-345391631.126404,20210521093533-993731319.904327,10.0,4
1414,20210521093716-721895098.686218,20210521093636-847245514.392853,15.0,1
1415,20210521093717-996771395.206451,20210521093636-847245514.392853,22.0,1
1416,20210521093723-412967801.094055,20210521093719-339806079.864502,16.0,1
1417,20210521093724-695281803.607941,20210521093719-339806079.864502,21.0,1
1418,20210521093725-179089307.785034,20210521093719-339806079.864502,25.0,1
1419,20210521093726-422918260.097504,20210521093719-339806079.864502,18.0,4
1420,20210521093735-540913581.848145,20210521093728-543177008.628845,26.0,1
1421,20210521093736-427533328.533173,20210521093728-543177008.628845,39.0,1
1422,20210521093737-509068131.446838,20210521093728-543177008.628845,35.0,1
1423,20210521093744-489830434.322357,20210521093740-227781593.799591,34.0,1
1424,20210521094407-223261773.586273,20210521094329-292866826.057434,13.0,1
1425,20210521094408-584529280.662537,20210521094329-292866826.057434,38.0,1
1426,20210521094411-363458693.027496,20210521094329-292866826.057434,42.0,1
1427,20210521094412-875974655.151367,20210521094329-292866826.057434,45.0,1
1428,20210521094418-684062302.112579,20210521094414-478014171.123505,27.0,1
1429,20210521094421-747415781.021118,20210521094414-478014171.123505,31.0,2
1430,20210521094422-613934934.139252,20210521094414-478014171.123505,32.0,1
1431,20210521094430-807779788.970947,20210521094426-782138705.253601,24.0,1
1432,20210521094625-119544029.23584,20210521094522-793197572.231293,21.0,1
1433,20210521094626-115470111.370087,20210521094522-793197572.231293,40.0,1
1434,20210521094627-173773407.936096,20210521094522-793197572.231293,47.0,1
1435,20210521094634-533022344.112396,20210521094630-48118889.3318176,14.0,1
1436,20210521094635-561009287.834167,20210521094630-48118889.3318176,34.0,1
1437,20210521094636-216733515.262604,20210521094630-48118889.3318176,30.0,1
1438,20210521094644-752310872.077942,20210521094640-468005657.196045,28.0,1
1439,20210521100214-378991246.22345,20210521095633-494376718.997955,97.0,1
1440,20210521100215-395844280.719757,20210521095633-494376718.997955,78.0,1
1441,20210521100222-138732314.109802,20210521100218-281503438.949585,19.0,1
1442,20210521100223-517255842.685699,20210521100218-281503438.949585,10.0,1
1443,20210521100402-756092607.975006,20210521100318-441114664.077759,22.0,1
1444,20210521100404-700514316.558838,20210521100318-441114664.077759,36.0,1
1445,20210521100414-223737537.86087,20210521100409-497070968.151093,112.0,1
1446,20210521100416-326143980.026245,20210521100409-497070968.151093,163.0,1
1447,20210521100424-518015921.115875,20210521100419-784488618.373871,44.0,1
1448,20210521100430-325205445.289612,20210521100427-757029533.38623,7.0,1
1449,20210521100431-972729027.271271,20210521100427-757029533.38623,40.0,1
1450,20210521100603-797297298.908234,20210521100527-416648387.908936,34.0,1
1451,20210521100604-696285009.384155,20210521100527-416648387.908936,53.0,1
1452,20210521100606-401604592.80014,20210521100527-416648387.908936,3.0,4
1453,20210521100607-16297698.0209351,20210521100527-416648387.908936,42.0,1
1454,20210521100616-509720027.446747,20210521100609-167762815.952301,82.0,1
1455,20210521100622-276123285.293579,20210521100618-406062722.206116,69.0,1
1456,20210521100623-643046796.321869,20210521100618-406062722.206116,54.0,1
1457,20210521100629-187775135.040283,20210521100625-849099993.70575,27.0,1
1458,20210521100911-878384590.148926,20210521100749-218000352.38266,6.0,4
1459,20210521100912-610432803.630829,20210521100749-218000352.38266,13.0,1
1460,20210521100913-374432206.15387,20210521100749-218000352.38266,16.0,1
1461,20210521100914-389501869.678497,20210521100749-218000352.38266,26.0,1
1462,20210521100916-860589265.823364,20210521100749-218000352.38266,34.0,1
1463,20210521100921-517192423.343658,20210521100918-585937917.232513,8.0,1
1464,20210521100922-330300807.952881,20210521100918-585937917.232513,6.0,1
1465,20210521100929-259541332.72171,20210521100924-868453681.468964,37.0,1
1466,20210521101220-404864609.241486,20210521101016-840887069.702148,17.0,1
1467,20210521101222-811571359.634399,20210521101016-840887069.702148,28.0,1
1468,20210521101225-741780698.299408,20210521101016-840887069.702148,20.0,1
1469,20210521101226-437663912.773132,20210521101016-840887069.702148,34.0,1
1470,20210521101228-77980577.9457092,20210521101016-840887069.702148,20.0,4
1471,20210521101237-710554242.134094,20210521101232-410631656.646729,9.0,1
1472,20210521101240-312288105.487823,20210521101232-410631656.646729,6.0,1
1473,20210521101241-798773527.145386,20210521101232-410631656.646729,4.0,1
1474,20210521101247-151756227.016449,20210521101016-840887069.702148,20.0,2
1475,20210521101255-243147850.036621,20210521101249-592991232.872009,86.0,1
1476,20210521101256-939971148.967743,20210521101249-592991232.872009,43.0,1
1477,20210521101304-632975816.726685,20210521101259-114332795.143127,63.0,1
1478,20210521101421-759979009.628296,20210521101341-860162436.962128,24.0,1
1479,20210521101422-245678842.067719,20210521101341-860162436.962128,15.0,1
1480,20210521101423-378606200.218201,20210521101341-860162436.962128,18.0,1
1481,20210521101425-397243559.360504,20210521101341-860162436.962128,5.0,4
1482,20210521101430-581176400.184631,20210521101427-526573181.152344,5.0,2
1483,20210521101431-209698975.086212,20210521101427-526573181.152344,12.0,1
1484,20210521101433-78708887.1002197,20210521101427-526573181.152344,39.0,1
1485,20210521101434-895446240.901947,20210521101427-526573181.152344,8.0,4
1486,20210521101435-111432909.965515,20210521101427-526573181.152344,32.0,1
1487,20210521101441-652376711.368561,20210521101427-526573181.152344,41.0,1
1488,20210521101448-949905514.717102,20210521101443-900333881.378174,164.0,1
1489,20210521101449-846187412.7388,20210521101443-900333881.378174,127.0,1
1490,20210521101732-413233101.36795,20210521101530-382569313.049316,37.0,1
1491,20210521101733-152676820.755005,20210521101530-382569313.049316,64.0,1
1492,20210521101734-619831502.437592,20210521101530-382569313.049316,72.0,1
1493,20210521101735-99409937.8585815,20210521101530-382569313.049316,88.0,1
1494,20210521101742-504459083.080292,20210521101737-205047190.189362,73.0,1
1495,20210521101743-183076024.055481,20210521101737-205047190.189362,61.0,1
1496,20210521101751-4019677.63900757,20210521101746-991402447.223663,12.0,1
1497,20210521101752-425849318.504333,20210521101746-991402447.223663,12.0,1
1498,20210521101752-288717329.502106,20210521101746-991402447.223663,18.0,1
1499,20210521101753-752542495.727539,20210521101746-991402447.223663,18.0,2
1500,20210521101800-176886856.555939,20210521101755-891279399.394989,41.0,1
1501,20210521101802-108785867.69104,20210521101755-891279399.394989,22.0,1
1502,20210521101803-10293424.1294861,20210521101755-891279399.394989,8.0,4
1503,20210521101804-151656985.282898,20210521101755-891279399.394989,26.0,1
1504,20210521102110-257789969.444275,20210521102027-581502735.614777,76.0,1
1505,20210521102112-28246939.1822815,20210521102027-581502735.614777,52.0,1
1506,20210521102113-827898979.187012,20210521102027-581502735.614777,80.0,1
1507,20210521102119-332691490.650177,20210521102115-783374011.516571,39.0,1
1508,20210521102121-450942277.908325,20210521102115-783374011.516571,43.0,1
1509,20210521102122-555113255.977631,20210521102115-783374011.516571,27.0,1
1510,20210521102123-803330302.238464,20210521102115-783374011.516571,34.0,1
1511,20210521102125-563989222.049713,20210521102115-783374011.516571,12.0,1
1512,20210521102137-364688038.825989,20210521102132-203582286.834717,35.0,1
1513,20210521102305-206485390.663147,20210521102218-573013365.268707,18.0,1
1514,20210521102313-992572247.982025,20210521102309-962678253.650665,20.0,1
1515,20210521102314-839586138.725281,20210521102309-962678253.650665,33.0,1
1516,20210521102315-409323275.089264,20210521102309-962678253.650665,27.0,1
1517,20210521102316-805275440.216064,20210521102309-962678253.650665,14.0,1
1518,20210521102322-174484074.115753,20210521102318-989428222.179413,34.0,1
1519,20210521102323-694607496.261597,20210521102318-989428222.179413,72.0,1
1520,20210521102324-16988694.6678162,20210521102318-989428222.179413,46.0,1
1521,20210521102325-339090704.917908,20210521102318-989428222.179413,21.0,1
1522,20210521102332-109738528.728485,20210521102329-692547857.761383,8.0,1
1523,20210521102333-290577530.860901,20210521102329-692547857.761383,16.0,1
1524,20210521102334-398878395.557404,20210521102329-692547857.761383,14.0,1
1525,20210521102335-559022188.186646,20210521102329-692547857.761383,19.0,1
1526,20210521102447-409597158.432007,20210521102405-375816047.19162,19.0,1
1527,20210521102448-724558770.656586,20210521102405-375816047.19162,88.0,1
1528,20210521102455-950330734.25293,20210521102450-658763289.451599,6.0,4
1529,20210521102456-645570933.818817,20210521102450-658763289.451599,12.0,1
1530,20210521102459-516088128.089905,20210521102450-658763289.451599,9.0,2
1531,20210521102459-223323166.370392,20210521102450-658763289.451599,9.0,2
1532,20210521102500-582758188.247681,20210521102450-658763289.451599,38.0,2
1533,20210521102512-904373705.387115,20210521102507-748532712.459564,5.0,2
1534,20210521102513-283014774.32251,20210521102507-748532712.459564,8.0,1
1535,20210521102514-667538344.860077,20210521102507-748532712.459564,36.0,1
1536,20210521102629-580878436.565399,20210521102557-294659018.516541,48.0,1
1537,20210521102631-605673432.350159,20210521102557-294659018.516541,67.0,1
1538,20210521102632-268043816.08963,20210521102557-294659018.516541,78.0,1
1539,20210521102633-508166551.589966,20210521102557-294659018.516541,23.0,1
1540,20210521102641-93152582.6454163,20210521102637-793596684.932709,34.0,1
1541,20210521102642-541873455.047607,20210521102637-793596684.932709,4.0,1
1542,20210521102643-415376365.184784,20210521102637-793596684.932709,16.0,1
1543,20210521102656-698890447.616577,20210521102652-73371052.7420044,87.0,1
1544,20210521102702-945072233.67691,20210521102658-499257028.102875,21.0,1
1545,20210521102708-531989693.641663,20210521102704-984649658.203125,18.0,1
1546,20210521102821-548423886.299133,20210521102748-18808901.309967,17.0,1
1547,20210521102821-558444797.992706,20210521102748-18808901.309967,10.0,1
1548,20210521102823-781006574.630737,20210521102748-18808901.309967,38.0,1
1549,20210521102830-58991491.7945862,20210521102826-42947709.5603943,6.0,1
1550,20210521102831-311837196.350098,20210521102826-42947709.5603943,14.0,1
1551,20210521102832-603043735.027313,20210521102826-42947709.5603943,5.0,1
1552,20210521102837-329625368.118286,20210521102834-517693161.964417,19.0,1
1553,20210521102838-909298360.347748,20210521102834-517693161.964417,38.0,1
1554,20210521102844-431600093.841553,20210521102840-770071864.128113,6.0,2
1555,20210521104118-206498563.289642,20210521104016-35440087.3184204,46.0,1
1556,20210521104131-602104067.802429,20210521104016-35440087.3184204,22.0,1
1557,20210521104132-908878862.857819,20210521104016-35440087.3184204,50.0,1
1558,20210521104133-945280551.9104,20210521104016-35440087.3184204,38.0,1
1559,20210521104134-653397262.096405,20210521104016-35440087.3184204,17.0,1
1560,20210521104142-964709043.502808,20210521104137-14581799.5071411,49.0,1
1561,20210521104152-73634207.2486877,20210521104148-9418427.94418335,19.0,1
1562,20210521104157-807886719.703674,20210521104155-293299674.987793,26.0,1
1563,20210521104359-450999379.15802,20210521104247-412355005.741119,26.0,1
1564,20210521104400-322398006.916046,20210521104247-412355005.741119,38.0,1
1565,20210521104401-74107885.3607178,20210521104247-412355005.741119,40.0,1
1566,20210521104402-408760964.870453,20210521104247-412355005.741119,11.0,1
1567,20210521104407-572953581.809998,20210521104247-412355005.741119,25.0,1
1568,20210521104418-651886165.142059,20210521104412-763420164.585114,20.0,1
1569,20210521104419-807689309.120178,20210521104412-763420164.585114,8.0,1
1570,20210521104426-721003949.642181,20210521104421-416878998.279572,22.0,1
1571,20210521104427-693353533.744812,20210521104421-416878998.279572,18.0,1
1572,20210521104428-730833590.03067,20210521104421-416878998.279572,6.0,4
1573,20210521104435-69851040.8401489,20210521104431-192306995.391846,16.0,2
1574,20210521104435-248069584.369659,20210521104431-192306995.391846,18.0,1
1575,20210521104604-255911171.43631,20210521104522-236920356.750488,19.0,1
1576,20210521104606-714486360.549927,20210521104522-236920356.750488,49.0,1
1577,20210521104607-664871633.052826,20210521104522-236920356.750488,44.0,1
1578,20210521104608-772883296.012878,20210521104522-236920356.750488,30.0,1
1579,20210521104609-758845865.726471,20210521104522-236920356.750488,50.0,1
1580,20210521104616-718793034.553528,20210521104612-308465480.804443,16.0,4
1581,20210521104618-895970165.729523,20210521104612-308465480.804443,14.0,1
1582,20210521104852-139437973.499298,20210521104811-204305648.803711,56.0,1
1583,20210521104853-60976266.8609619,20210521104811-204305648.803711,49.0,1
1584,20210521104854-634190976.61972,20210521104811-204305648.803711,40.0,1
1585,20210521104901-424929141.998291,20210521104857-838558077.812195,40.0,1
1586,20210521104904-187107741.832733,20210521104857-838558077.812195,12.0,1
1587,20210521104905-495481610.298157,20210521104857-838558077.812195,16.0,1
1588,20210521104906-973131000.995636,20210521104857-838558077.812195,20.0,1
1589,20210521104911-769369840.621948,20210521104857-838558077.812195,32.0,1
1590,20210521104924-547011435.031891,20210521104915-380592286.586761,9.0,1
1591,20210521105057-771596491.336823,20210521105021-340388536.453247,22.0,1
1592,20210521105058-358104228.973389,20210521105021-340388536.453247,49.0,1
1593,20210521105059-411996543.40744,20210521105021-340388536.453247,32.0,1
1594,20210521105100-747573018.074036,20210521105021-340388536.453247,40.0,1
1595,20210521105102-436583340.167999,20210521105021-340388536.453247,53.0,1
1596,20210521105107-719833135.604858,20210521105021-340388536.453247,30.0,1
1597,20210521105110-506741464.138031,20210521105021-340388536.453247,6.0,4
1598,20210521105112-173543334.007263,20210521105021-340388536.453247,5.0,2
1599,20210521105122-978931605.815887,20210521105115-278057157.993317,60.0,1
1600,20210521105123-283584237.098694,20210521105115-278057157.993317,27.0,1
1601,20210521105125-618100464.344025,20210521105115-278057157.993317,36.0,1
1602,20210521105126-306629419.326782,20210521105115-278057157.993317,48.0,1
1603,20210521105127-852309644.22226,20210521105115-278057157.993317,33.0,1
1604,20210521105133-174396991.729736,20210521105129-318967700.004578,3.0,1
1605,20210521105241-135636329.650879,20210521105206-597795426.845551,51.0,1
1606,20210521105242-326958835.124969,20210521105206-597795426.845551,56.0,1
1607,20210521105243-760010361.671448,20210521105206-597795426.845551,21.0,1
1608,20210521105244-627298653.125763,20210521105206-597795426.845551,35.0,1
1609,20210521105245-963605165.481567,20210521105206-597795426.845551,48.0,1
1610,20210521105247-827671468.257904,20210521105206-597795426.845551,16.0,1
1611,20210521105249-554015040.397644,20210521105206-597795426.845551,40.0,1
1612,20210521105254-606856882.572174,20210521105206-597795426.845551,58.0,1
1613,20210521105306-318589329.719543,20210521105302-190213680.267334,62.0,1
1614,20210521105314-767035424.70932,20210521105309-600487530.231476,29.0,1
1615,20210521105323-714927077.293396,20210521105309-600487530.231476,32.0,1
1616,20210521105324-687109053.134918,20210521105309-600487530.231476,15.0,1
1617,20210521105332-549729943.275452,20210521105327-760492324.829102,11.0,1
1618,20210521105338-281609952.449799,20210521105335-509116470.813751,22.0,1
1619,20210521105512-377742707.72934,20210521105438-582826733.589172,27.0,1
1620,20210521105514-137688040.733337,20210521105438-582826733.589172,34.0,1
1621,20210521105518-654177725.315094,20210521105438-582826733.589172,56.0,1
1622,20210521105531-153231620.788574,20210521105438-582826733.589172,42.0,1
1623,20210521105533-198001086.711884,20210521105438-582826733.589172,45.0,1
1624,20210521105542-95585167.4079895,20210521105438-582826733.589172,19.0,1
1625,20210521105544-615386247.634888,20210521105438-582826733.589172,12.0,1
1626,20210521105554-439576029.777527,20210521105535-375399231.910706,29.0,1
1627,20210521105556-420877039.432526,20210521105535-375399231.910706,40.0,1
1628,20210521105607-213091969.490051,20210521105557-336043834.686279,46.0,1
1629,20210521105617-43198525.9056091,20210521105609-43932735.9199524,22.0,1
1630,20210521105618-458703398.704529,20210521105609-43932735.9199524,2.0,4
1631,20210521105619-738983213.90152,20210521105609-43932735.9199524,2.0,2
1632,20210521105628-209674477.577209,20210521105622-755260467.529297,32.0,1
1633,20210521110722-544311344.623566,20210521110555-462500154.972076,29.0,1
1634,20210521110736-538250684.738159,20210521110555-462500154.972076,32.0,1
1635,20210521110737-626684129.238129,20210521110555-462500154.972076,49.0,1
1636,20210521110738-88129401.2069702,20210521110555-462500154.972076,45.0,1
1637,20210521110750-57568728.9237976,20210521110746-711056768.894196,28.0,1
1638,20210521110752-275211930.274963,20210521110746-711056768.894196,35.0,1
1639,20210521110753-960600197.315216,20210521110746-711056768.894196,48.0,1
1640,20210521110754-326981782.913208,20210521110746-711056768.894196,56.0,1
1641,20210521110757-647697865.962982,20210521110746-711056768.894196,59.0,1
1642,20210521110805-326844692.230225,20210521110800-363467097.28241,12.0,1
1643,20210521110806-214759528.636932,20210521110800-363467097.28241,7.0,1
1644,20210521110818-617498159.408569,20210521110814-212330937.385559,37.0,1
1645,20210521110820-241480767.726898,20210521110814-212330937.385559,45.0,1
1646,20210521110821-686122298.240662,20210521110814-212330937.385559,18.0,4
1647,20210521111044-583927035.331726,20210521110922-153209030.628204,88.0,1
1648,20210521111046-287628710.269928,20210521110922-153209030.628204,56.0,1
1649,20210521111048-836374759.674072,20210521110922-153209030.628204,42.0,1
1650,20210521111049-898083388.805389,20210521110922-153209030.628204,58.0,1
1651,20210521111050-526617169.380188,20210521110922-153209030.628204,60.0,1
1652,20210521111059-250869691.371918,20210521111054-387536823.749542,48.0,1
1653,20210521111100-162838339.805603,20210521111054-387536823.749542,30.0,4
1654,20210521111101-645133078.098297,20210521111054-387536823.749542,3.0,2
1655,20210521111102-981146812.438965,20210521111054-387536823.749542,40.0,4
1656,20210521111111-878593742.847443,20210521111105-311911761.760712,12.0,4
1657,20210521111113-129641771.316528,20210521111105-311911761.760712,45.0,1
1658,20210521111114-569796025.753021,20210521111105-311911761.760712,12.0,2
1659,20210521111122-693866252.89917,20210521111117-606938242.912292,11.0,1
1660,20210521111123-850022971.630096,20210521111117-606938242.912292,16.0,1
1661,20210521111124-97556233.4060669,20210521111117-606938242.912292,1.0,4
1662,20210521111136-268132150.173187,20210521111132-394446194.171906,40.0,1
1663,20210521111314-899100720.882416,20210521111220-835960030.555725,46.0,1
